OBJECTID,FloodPlainSource,Watershed,Shape__Area,Shape__Length
3394,Engineered,Don River,0.94091796875,3.80356896908335
3395,Engineered,Don River,869.856689453125,149.201240400073
3396,Engineered,Don River,23187.9104003906,1321.22670297059
3397,Engineered,Don River,10895.6130371094,522.001575399683
3406,Engineered,Humber River,0.544921875,5.6057087490918
3407,Engineered,Humber River,0.089599609375,2.73269043648208
3457,Engineered,Humber River,2001967.70361328,28590.0414144938
3571,Engineered,Humber River,636580.793212891,12759.864924998
3605,Engineered,Duffins Creek,781.2783203125,279.176640895935
3768,Engineered,Duffins Creek,123255.693847656,4007.26424042784
3769,Engineered,Duffins Creek,13802.9494628906,895.581943090282
3770,Engineered,Duffins Creek,1153.40795898438,170.433602360972
3775,Engineered,Etobicoke Creek,191752.958251953,2919.34113723925
3776,Engineered,Etobicoke Creek,487.99951171875,133.352768270669
3777,Engineered,Etobicoke Creek,306260.017578125,5080.47065000852
3778,Engineered,Etobicoke Creek,138069.5,2170.45519470615
3779,Engineered,Etobicoke Creek,87889.7609863281,2799.65679962744
3780,Engineered,Etobicoke Creek,39559.9089355469,1416.24770163582
3781,Engineered,Etobicoke Creek,47940.6860351562,1439.55524858369
3782,Engineered,Etobicoke Creek,641723.472412109,8655.80396276532
3783,Engineered,Etobicoke Creek,56881.0598144531,2705.76863257512
3784,Engineered,Etobicoke Creek,128218.917480469,2515.96836777471
3785,Engineered,Etobicoke Creek,98598.69921875,1784.0463786125
3786,Engineered,Etobicoke Creek,716.753662109375,142.375108458341
3787,Engineered,Etobicoke Creek,77934.7912597656,4468.46366514883
3788,Engineered,Etobicoke Creek,30120.7868652344,737.653798499206
3789,Engineered,Etobicoke Creek,283851.135498047,4147.06958341894
3790,Engineered,Etobicoke Creek,426.806640625,111.831852554142
3791,Engineered,Etobicoke Creek,5838.80249023438,390.083606115135
3792,Engineered,Etobicoke Creek,1309.92016601562,172.477756447456
3793,Engineered,Etobicoke Creek,132678.407958984,2785.11847102527
3794,Engineered,Etobicoke Creek,1275.15380859375,172.297343299974
3795,Engineered,Etobicoke Creek,943.8583984375,161.038778354823
3796,Engineered,Etobicoke Creek,13.500244140625,17.5182383407029
3797,Engineered,Etobicoke Creek,64848.443359375,1221.19723457693
3798,Engineered,Etobicoke Creek,124986.765136719,2302.26028476609
3799,Engineered,Etobicoke Creek,722131.741699219,12389.4832488973
3800,Engineered,Etobicoke Creek,573780.775390625,10843.9519455858
3801,Engineered,Etobicoke Creek,3409.12133789062,353.850866473059
3802,Engineered,Etobicoke Creek,3234.78149414062,323.796110002029
3803,Engineered,Etobicoke Creek,5175771.53637695,77801.1439961492
3805,Engineered,Etobicoke Creek,628785.846078873,9331.20771855988
3806,Engineered,Etobicoke Creek,791849.227050781,10699.341538626
3807,Engineered,Etobicoke Creek,46805.0029296875,1288.17901283996
3808,Engineered,Etobicoke Creek,1555235.72412109,23459.1440811906
3809,Engineered,Etobicoke Creek,610244.036865234,16138.1178031105
3810,Engineered,Etobicoke Creek,98029.9597167969,2213.54902574691
3811,Engineered,Etobicoke Creek,146744.169189453,5543.99639058076
3812,Engineered,Etobicoke Creek,21361.4255371094,1294.89002724411
3813,Engineered,Etobicoke Creek,14648.9997558594,1044.50366788969
3814,Engineered,Etobicoke Creek,136.408935546875,91.4269701185542
3815,Engineered,Humber River,77241.3149414062,2439.68269742315
3818,Engineered,Etobicoke Creek,34879.2712402344,2399.79344946792
3819,Engineered,Humber River,402.910888671875,139.449361032985
3820,Engineered,Humber River,536.81201171875,93.6561714742193
3821,Engineered,Humber River,880.049560546875,116.356167830446
3822,Engineered,Humber River,301.169921875,107.370943033429
3823,Engineered,Humber River,5234.26342773438,356.184282461957
3824,Engineered,Humber River,7330.5263671875,528.616104861519
3825,Engineered,Humber River,8877.3994140625,501.58519384899
3826,Engineered,Humber River,782.81298828125,236.097739101101
3827,Engineered,Humber River,1080.28393554688,186.834298014471
3828,Engineered,Humber River,496.7412109375,139.032732740575
3829,Engineered,Humber River,217.65673828125,64.3703698569386
3830,Engineered,Humber River,121833.160400391,3024.75058074583
3831,Engineered,Etobicoke Creek,158525.465087891,5526.26042870575
3832,Engineered,Etobicoke Creek,161563.548095703,5340.43198306834
3833,Engineered,Etobicoke Creek,20309.6728515625,1290.0921448108
3834,Engineered,Etobicoke Creek,12332.673828125,691.04877728066
3835,Engineered,Etobicoke Creek,9003.0068359375,811.638313135268
3836,Engineered,Etobicoke Creek,14677.3703613281,971.140043274148
3837,Engineered,Etobicoke Creek,9990.572265625,899.654170922117
3838,Engineered,Etobicoke Creek,18503.3864746094,1556.58444350518
3839,Engineered,Etobicoke Creek,38843.4089355469,1866.71927826462
3840,Engineered,Etobicoke Creek,84.5,40.6012033748279
3841,Engineered,Etobicoke Creek,15412.0891113281,943.86480362378
3842,Engineered,Etobicoke Creek,3235.49951171875,516.213036893321
3843,Engineered,Etobicoke Creek,5018.50048828125,931.737036269965
3844,Engineered,Etobicoke Creek,1819,268.098253552004
3845,Engineered,Etobicoke Creek,38711.0400390625,2244.15345835379
3846,Engineered,Etobicoke Creek,20002.7878417969,2829.92171193732
3847,Engineered,Etobicoke Creek,52693.0988769531,3730.93542916282
3848,Engineered,Etobicoke Creek,10152.2810058594,1641.68734824351
3849,Engineered,Etobicoke Creek,26392.802734375,746.52459202939
3850,Engineered,Etobicoke Creek,29280.4157714844,2564.82869780004
3857,Engineered,Humber River,79583.6735839844,1527.42401619926
3858,Engineered,Humber River,67959.9467773438,2017.73431899223
3859,Engineered,Humber River,25075.0070800781,1782.18500279596
3860,Engineered,Humber River,50402.0407714844,1481.37526851393
3861,Engineered,Humber River,55485.8289387226,1999.33973379973
3862,Engineered,Humber River,16662.05859375,888.629725205182
3863,Engineered,Humber River,14198.5904497057,1246.71107996002
3865,Engineered,Etobicoke Creek,447020.023193359,4333.53401930284
3870,Engineered,Don River,4222.51708984375,486.564935231701
3871,Engineered,Don River,6036.95825195312,349.314751000665
3894,Engineered,Duffins Creek,6619.82006835938,547.947955790026
3895,Engineered,Duffins Creek,3302.72998046875,328.168027394323
3896,Engineered,Humber River,224386.631347656,2970.24591405164
3897,Engineered,Humber River,319818.528076172,4398.82250884811
3898,Engineered,Humber River,13741.8659667969,863.027411075004
3899,Engineered,Humber River,2266.53735351562,314.402589125573
3900,Engineered,Humber River,14405.3625488281,899.110490635128
3901,Engineered,Humber River,46566.1125488281,2207.81718021714
3902,Engineered,Humber River,12535.6674804688,824.12784917317
3903,Engineered,Humber River,29764.1975097656,1517.69657436756
3904,Engineered,Humber River,56005.7316894531,2553.06685231909
3905,Engineered,Humber River,47007.1171875,1422.7607553786
3906,Engineered,Humber River,28669.5834960938,1237.31192448725
3907,Engineered,Humber River,82430.8100585938,3045.42499595563
3908,Engineered,Humber River,26524.4594726562,835.723147574981
3909,Engineered,Humber River,84048.2419433594,2812.42856628697
3910,Engineered,Humber River,36964.9870605469,1333.19322607319
3911,Engineered,Humber River,41424.296875,1492.83280674377
3912,Engineered,Humber River,73478.1750488281,2613.51131392082
3913,Engineered,Humber River,45317.3112792969,1343.09445164588
3914,Engineered,Humber River,1386844.63598633,37516.1314375857
3915,Engineered,Humber River,2142702.92333984,32207.7821443078
3916,Engineered,Humber River,1201370.17895508,23835.9144589346
3917,Engineered,Humber River,8218.77954101562,759.674726421414
3918,Engineered,Humber River,20550.9987792969,1531.37493952739
3919,Engineered,Humber River,125587.180908203,3399.28710905636
3920,Engineered,Humber River,75486.9372558594,3880.92694705541
3921,Engineered,Humber River,67164.7890625,1853.52995829234
3922,Engineered,Humber River,15342.4858398438,1132.39136353858
3923,Engineered,Humber River,9659.05419921875,1098.78563228198
3924,Engineered,Humber River,47551.8718261719,1466.06502484748
3925,Engineered,Humber River,43939.4128417969,2438.20538154073
3926,Engineered,Humber River,39826.0456542969,1274.09362451108
3927,Engineered,Humber River,144056.506835938,3565.44819833054
3928,Engineered,Humber River,602385.010986328,16515.7660732057
3929,Engineered,Humber River,3136385.36181641,113507.32277585
3930,Engineered,Humber River,462028.194335938,7188.60693174269
3931,Engineered,Humber River,209277.486083984,6738.49482840829
3932,Engineered,Humber River,166297.791992188,3744.00784158058
3933,Engineered,Humber River,85526.5563964844,2529.36502645576
3934,Engineered,Humber River,82401.3815917969,2063.75658677407
3935,Engineered,Humber River,382572.342773438,22514.3100997027
3936,Engineered,Humber River,166797.583007812,8821.21019536524
3937,Engineered,Humber River,2047555.74652621,87664.1958462084
3938,Engineered,Humber River,40722.2373046875,4011.49325884888
3939,Engineered,Humber River,2332500.44946289,61310.0955165407
3940,Engineered,Humber River,1384872.61352539,68688.8556414037
3941,Engineered,Humber River,1054278.83105469,47143.7991139858
3942,Engineered,Humber River,856572.291290283,30969.7032637024
3944,Engineered,Humber River,2857650.33300781,92089.6347856916
3945,Engineered,Humber River,2855835.21704102,89104.6509071242
3946,Engineered,Humber River,459234.048339844,28008.6079915473
3947,Engineered,Humber River,1015158.33959961,61490.7233092632
3949,Engineered,Humber River,1791450.12255859,31891.7247673449
3950,Engineered,Humber River,3884284.90551758,88339.8874913591
3951,Engineered,Humber River,2903.78442382812,370.387179314471
3953,Engineered,Humber River,8648.44902037829,726.458568261453
3954,Engineered,Humber River,15098.5034368038,1279.64027077598
3955,Engineered,Humber River,12584.9812011719,1242.34607067621
3956,Estimated,Etobicoke Creek,0.40869140625,3.86836665752671
3957,Estimated,Etobicoke Creek,33597.2822265625,2275.6185930412
3958,Estimated,Etobicoke Creek,683.9990234375,344
3959,Estimated,Etobicoke Creek,1.59326171875,12.9047323056515
3960,Estimated,Etobicoke Creek,0.015625,0.600427630621525
3961,Estimated,Etobicoke Creek,584.98779296875,359.109745242201
3962,Estimated,Etobicoke Creek,31384.0043945312,2440
3963,Estimated,Etobicoke Creek,29576.7998046875,2036.16818862256
3964,Estimated,Etobicoke Creek,103547.38671875,5710.08343670337
3965,Estimated,Etobicoke Creek,0.11083984375,1.65398695686176
3966,Estimated,Etobicoke Creek,0.82861328125,4.52307775112689
3967,Estimated,Etobicoke Creek,0.23291015625,2.33088359984358
3968,Estimated,Etobicoke Creek,1.788818359375,6.2334808537472
3969,Estimated,Etobicoke Creek,1.97412109375,6.89478199041453
3970,Estimated,Etobicoke Creek,0.674072265625,9.86407537418109
3971,Estimated,Etobicoke Creek,19.54150390625,31.9082873417638
3972,Estimated,Etobicoke Creek,14003.1315917969,2730.47411075664
3973,Estimated,Don River,163270.893798828,7146.12699920992
3974,Estimated,Don River,15551.4084472656,1691.64048091775
3977,Estimated,Humber River,2051.9990234375,356
3978,Estimated,Humber River,19872.001953125,1504
3979,Estimated,Humber River,2524.00244140625,360
3980,Estimated,Humber River,6623.99951171875,872
3981,Estimated,Etobicoke Creek,0.3427734375,3.0654283697069
3984,Estimated,Humber River,68052.001953125,3256
3988,Estimated,Humber River,27600.6374511719,3515.28772327534
3999,Estimated,Humber River,82506.208984375,5272.55610002338
4000,Estimated,Humber River,143959.998535156,6468
4006,Estimated,Humber River,88328.0209960938,4319.98019900032
4009,Estimated,Humber River,0.086669921875,1.59154421374109
4016,Estimated,Humber River,0.311767578125,2.77369692964462
4028,Estimated,Humber River,100283.988769531,5936
4029,Estimated,Humber River,10775.9990234375,852
4038,Estimated,Humber River,38256.0009765625,1824
4041,Estimated,Humber River,183396.901123047,12069.574764995
4043,Estimated,Humber River,107863.998535156,3408
4044,Estimated,Rouge River,14168.5983886719,1753.00351157165
4046,Estimated,Humber River,5508.00048828125,656
4048,Estimated,Humber River,16115.2084960938,1797.56766167922
4049,Estimated,Humber River,0.46484375,3.31772151123564
4050,Estimated,Humber River,10.1591796875,25.1525541153275
4058,Estimated,Humber River,22317.0668945312,1637.04137847032
4059,Estimated,Humber River,76587.984375,2520
4066,Estimated,Rouge River,114047.674804688,7476.53239448276
4069,Estimated,Humber River,222203.998046875,11140
4070,Estimated,Humber River,50799.9970703125,2372
4072,Estimated,Rouge River,0.057861328125,1.34438524551669
4073,Estimated,Humber River,33524.8845214844,3716.89790276737
4075,Estimated,Humber River,1920.28149414062,524.487564844333
4077,Estimated,Humber River,33524.0004882812,2228
4078,Estimated,Humber River,3404.0009765625,428
4085,Estimated,Humber River,34688.0024414062,3536
4089,Estimated,Humber River,16813.8884277344,1633.91146524426
4090,Estimated,Humber River,40435.9951171875,3876
4097,Estimated,Humber River,22152.0004882812,2316
4100,Estimated,Humber River,844053.133789062,55207.2435798167
4101,Estimated,Humber River,27192.0004882812,2080
4104,Estimated,Humber River,97535.998046875,6068
4107,Estimated,Humber River,36956.0004882812,3996
4108,Estimated,Humber River,133087.997558594,8336
4109,Estimated,Humber River,9820.03735351562,1626.9661488566
4123,Estimated,Humber River,9089.22778320312,1363.61603121445
4125,Estimated,Humber River,96912.0263671875,4808.00039999932
4126,Estimated,Humber River,77922.5339355469,4000.02918450392
4128,Estimated,Humber River,18260.0009765625,876
4129,Estimated,Humber River,13576,824
4130,Estimated,Humber River,94035.9946289062,4304
4131,Estimated,Humber River,28824.0009765625,1196
4132,Estimated,Humber River,60125.4831542969,3168.54249167322
4134,Estimated,Humber River,4240.0009765625,364
4139,Estimated,Humber River,84996.0083007812,6251.99860000238
4145,Estimated,Humber River,41551.923828125,2535.08298216559
4146,Estimated,Humber River,8215.994140625,760
4147,Estimated,Humber River,22703.9995117188,2355.99960000068
4151,Estimated,Don River,2.896728515625,9.83660823466477
4152,Estimated,Don River,2.040283203125,7.75646525038976
4153,Estimated,Don River,0.67138671875,4.70636930742342
4155,Estimated,Humber River,42516.00390625,2328.00039999932
4158,Estimated,Humber River,20439.9936523438,1155.99980000034
4159,Estimated,Humber River,5009.60522460938,1539.46971758454
4161,Estimated,Humber River,0.024658203125,0.813419760639589
4163,Estimated,Carruthers Creek,0.50634765625,4.55615071080624
4164,Estimated,Carruthers Creek,21453.0051269531,1600.00005274214
4167,Estimated,Humber River,57692.0029296875,4108
4170,Estimated,Humber River,11848.001953125,700
4172,Estimated,Humber River,4,8
4174,Estimated,Humber River,184332.005371094,6671.99980000034
4175,Estimated,Humber River,14492,1540
4177,Estimated,Humber River,44347.9975585938,2824
4183,Estimated,Humber River,533344.053710938,11233.4545554734
4185,Estimated,Humber River,19700.0024414062,1056
4186,Estimated,Humber River,18831.9975585938,2324
4187,Estimated,Humber River,76899.998046875,6895.99980000034
4188,Estimated,Humber River,16,20
4190,Estimated,Humber River,12.00048828125,16
4191,Estimated,Humber River,45344,3152
4192,Estimated,Humber River,28295.9970703125,2284
4194,Estimated,Humber River,99707.9877929688,4759.99980000034
4195,Estimated,Humber River,26948.0014648438,1092
4196,Estimated,Humber River,23382.2788085938,1493.77372151174
4198,Estimated,Rouge River,119213.537109375,6931.76984858158
4199,Estimated,Humber River,2195.99462890625,1100
4200,Estimated,Humber River,4.00048828125,8
4202,Estimated,Humber River,0.008544921875,0.861594548206101
4203,Estimated,Humber River,11547.9985351562,1844
4204,Estimated,Humber River,201403.932861328,6463.48123659553
4206,Estimated,Humber River,1483.9990234375,252
4207,Estimated,Humber River,43860.001953125,3036
4208,Estimated,Humber River,744.0009765625,376
4209,Estimated,Humber River,11.99951171875,16
4210,Estimated,Humber River,1712,472
4211,Estimated,Humber River,15791.9995117188,1028
4212,Estimated,Humber River,352,156
4213,Estimated,Humber River,6383.99951171875,512
4214,Estimated,Humber River,107032.002441406,4212
4215,Estimated,Humber River,27371.9995117188,1696
4221,Estimated,Humber River,7339.99951171875,904
4222,Estimated,Humber River,78331.9975585938,2840
4225,Estimated,Humber River,7668.00244140625,640
4226,Estimated,Humber River,151772.002929688,5532
4227,Estimated,Humber River,51497.314453125,3416.5689320427
4228,Estimated,Humber River,142875.991699219,12264
4229,Estimated,Humber River,57992.0073242188,2244.00020000339
4230,Estimated,Humber River,3283.99755859375,568
4232,Estimated,Rouge River,358976.615722656,12389.450369539
4233,Estimated,Rouge River,74908.0004882812,4726.1245154966
4235,Estimated,Rouge River,1.255859375,11.4172687350229
4236,Estimated,Rouge River,9.859130859375,15.4476785812827
4237,Estimated,Rouge River,247703.100097656,8945.379221974
4238,Estimated,Humber River,18630.2749023438,1622.31003807821
4239,Estimated,Humber River,49927.9965820312,1728
4240,Estimated,Humber River,32932.001953125,1952.00080001354
4244,Estimated,Rouge River,0.041015625,1.02406947110041
4246,Estimated,Rouge River,28289.578125,2045.45074815803
4248,Estimated,Humber River,63668.0029296875,2244
4249,Estimated,Rouge River,475403.15625,15422.47483056
4250,Estimated,Humber River,120948.666503906,6099.21893781318
4253,Estimated,Humber River,36040.0004882812,1840.00020000339
4254,Estimated,Humber River,502268.001953125,17156
4256,Estimated,Rouge River,24224.0014648438,1976
4257,Estimated,Humber River,3904.00048828125,556
4258,Estimated,Rouge River,272363.9921875,13088
4260,Estimated,Humber River,16458.7380371094,1549.69884711236
4261,Estimated,Rouge River,75125.1743164062,4267.29363906269
4262,Estimated,Rouge River,439107.994384766,14084.9413064673
4263,Estimated,Humber River,6728.00146484375,552
4264,Estimated,Humber River,12139.9995117188,908
4268,Estimated,Rouge River,53112.0053710938,4280
4269,Estimated,Rouge River,0.9052734375,5.5547266913441
4270,Estimated,Rouge River,134862.444580078,2829.2160905043
4274,Estimated,Rouge River,2.139892578125,6.64983470915548
4278,Estimated,Humber River,376666.602050781,8928.97157883167
4285,Estimated,Rouge River,111164.002441406,2528
4286,Estimated,Humber River,623487.993652344,12088.0006000102
4295,Estimated,Rouge River,24555.9995117188,1648
4297,Estimated,Humber River,57524.001953125,3588
4298,Estimated,Rouge River,377159.912841797,16492.6956721722
4299,Estimated,Rouge River,321159.611816406,8278.35104547996
4303,Estimated,Rouge River,474999.114501953,14571.0722208901
4304,Estimated,Rouge River,891981.114013672,39407.8223956909
4305,Estimated,Rouge River,949295.013916016,24534.0070725224
4306,Estimated,Rouge River,568746.500976562,27257.0001311707
4307,Estimated,Rouge River,0.038818359375,1.34250402557642
4311,Estimated,Rouge River,94187.462890625,5528.779128027
4312,Estimated,Rouge River,182606.736816406,5677.35867823125
4317,Estimated,Etobicoke Creek,0.002197265625,0.223560727223981
4319,Estimated,Rouge River,0.20556640625,1.95490316194428
4321,Estimated,Humber River,128179.609863281,6562.39997812589
4332,Estimated,Duffins Creek,1489.38793945312,269.485724237082
4334,Estimated,Duffins Creek,2053.6796875,493.80187495102
4336,Estimated,Duffins Creek,11251.3872070312,1543.79920437967
4340,Estimated,Duffins Creek,21791.8637695312,2482.24632797321
4351,Estimated,Duffins Creek,339775.641845703,13756.9956348222
4356,Estimated,Duffins Creek,17656.4289550781,999.892081442629
4357,Estimated,Duffins Creek,285711.993652344,14952
4360,Estimated,Duffins Creek,70893.2932128906,4257.64789246403
4365,Estimated,Duffins Creek,2792,344
4368,Estimated,Duffins Creek,77711.3840332031,7455.33009992165
4369,Estimated,Duffins Creek,0.064208984375,1.28688970159182
4370,Estimated,Duffins Creek,79815.23828125,7079.202588285
4371,Estimated,Duffins Creek,194697.295166016,12084.3981325566
4372,Estimated,Duffins Creek,109684.856445312,2929.80551696662
4373,Estimated,Duffins Creek,99775.7282714844,6754.1989655395
4374,Estimated,Duffins Creek,394062.270019531,22687.298224531
4375,Estimated,Duffins Creek,391728.464355469,24427.9450921069
4376,Estimated,Duffins Creek,72680.6298828125,5969.63068041812
4378,Estimated,Duffins Creek,391987.756591797,12626.7314434161
4379,Estimated,Duffins Creek,10728.3171386719,892.701869827511
4400,Engineered,Humber River,815267.142822266,11018.4772808053
4402,Engineered,Humber River,1989587.25366211,23301.3199683964
4403,Engineered,Humber River,7567.6328125,510.69534039282
4404,Engineered,Humber River,519319.824707031,7035.61566918191
4405,Engineered,Humber River,63144.7175292969,1350.54654995442
4406,Engineered,Humber River,0,0.433948346174262
4407,Engineered,Humber River,81870.2788085938,4700.33026031283
4408,Engineered,Humber River,41018.0791015625,1220.40583964914
4409,Engineered,Humber River,0.116943359375,3.90208350027105
4410,Engineered,Humber River,71792.8413085938,2889.00639251138
4411,Engineered,Humber River,156844.676025391,7453.48108466059
4412,Engineered,Humber River,15856.1496582031,1368.26413223064
4413,Engineered,Humber River,11689.7678222656,952.999704793154
4414,Engineered,Humber River,80474.7336425781,1363.34833101563
4415,Engineered,Humber River,127438.284912109,2113.28797599912
4416,Engineered,Humber River,120640.3203125,8329.37865497483
4417,Engineered,Humber River,279442.815673828,3518.60259489738
4418,Engineered,Humber River,866462.530029297,7598.70632307636
4419,Engineered,Humber River,113706.430664062,1791.72629074648
4420,Engineered,Humber River,265361.556640625,3581.41754900961
4421,Engineered,Humber River,691.779052734375,162.225838257132
4422,Engineered,Humber River,3580.5380859375,484.869353055692
4423,Engineered,Humber River,71233.369140625,1264.68267395151
4424,Engineered,Humber River,20482.3269042969,809.520185130639
4425,Engineered,Humber River,3048683.02734375,30483.5576116025
4427,Engineered,Humber River,13484.4406738281,1017.6807052152
4429,Engineered,Humber River,2648.25610351562,261.145366104367
4430,Engineered,Humber River,719980.669677734,8056.53193406519
4431,Engineered,Humber River,0.00048828125,0.139158800711779
4432,Engineered,Humber River,36275.986328125,2612.16756817086
4433,Engineered,Humber River,141214.669433594,4251.91810756445
4434,Engineered,Humber River,51960.5581054688,1730.2078927037
4435,Engineered,Don River,306.633544921875,154.861879464012
4436,Engineered,Don River,1501.140625,167.802782836874
4437,Engineered,Don River,2711.89916992188,338.884550231002
4438,Engineered,Don River,48640.6245117188,3180.37997654726
4439,Engineered,Don River,312.890625,82.2404902625736
4440,Engineered,Don River,29539.9777832031,1224.50004065786
4441,Engineered,Don River,179191.199707031,2806.54784986352
4442,Engineered,Don River,2705027.94213867,24719.1562994433
4443,Engineered,Humber River,506855.252685547,18614.7741274979
4444,Engineered,Humber River,233230.604980469,12452.2725550325
4452,Engineered,Rouge River,2292635.45263672,32105.7747213209
4454,Engineered,Rouge River,16499.5390625,1168.58636085578
4455,Engineered,Rouge River,108.624267578125,50.1587930198584
4456,Engineered,Rouge River,2320.17944335938,392.805849727091
4457,Engineered,Rouge River,1361.53857421875,206.867131100684
4458,Engineered,Rouge River,1199.42309570312,144.249911164413
4459,Engineered,Rouge River,18883.69921875,1073.01868690281
4460,Engineered,Rouge River,85315.3051757812,1498.05759235205
4461,Engineered,Rouge River,42268.5656738281,2047.17755811377
4462,Engineered,Rouge River,1133.22412109375,201.537065092359
4463,Engineered,Rouge River,22160.1574707031,1073.14132026766
4464,Engineered,Rouge River,4856.9541015625,419.517588878597
4468,Engineered,Etobicoke Creek,50012.611328125,3497.22443414006
4469,Engineered,Etobicoke Creek,664.79296875,359.962495359116
4470,Engineered,Etobicoke Creek,31415.5341796875,2538.86760981406
4474,Estimated,Don River,0.092041015625,1.86899729616739
4491,Estimated,Humber River,11315.1220703125,540.101191536022
4492,Estimated,Humber River,2969.91625976562,417.40655102633
4541,Engineered,Humber River,670850.453613281,13385.9605988195
4544,Engineered,Humber River,597.95458984375,114.38187555324
4545,Engineered,Humber River,767759.291992188,7263.0669690115
4546,Engineered,Humber River,243.01123046875,81.349709996388
4594,Engineered,Humber River,7014.181640625,635.624085885039
4595,Engineered,Humber River,162316.746826172,3039.51262110927
4596,Engineered,Humber River,112998.092529297,2848.77732852617
4597,Engineered,Humber River,219655.099365234,2155.4758766483
4599,Engineered,Humber River,1489999.74951172,24735.4322109533
4601,Engineered,Humber River,1407919.88549805,38931.8610705229
4602,Engineered,Humber River,586083.567382812,9019.78581612289
4603,Engineered,Humber River,829875.490478516,21120.843637635
4604,Engineered,Humber River,89348.90625,5936.09144473913
4605,Engineered,Humber River,1160530.69873047,14188.088104238
4607,Engineered,Humber River,220209.765869141,4401.08152478179
4608,Engineered,Humber River,147233.831298828,7333.24387491511
4609,Engineered,Humber River,11302.5515136719,771.161289408121
4610,Engineered,Humber River,242417.510253906,5499.56103013445
4612,Engineered,Humber River,297751.892578125,6576.7799484442
4613,Engineered,Humber River,892.4423828125,170.831723765063
4614,Engineered,Humber River,314808.325195312,10568.6503447548
4616,Engineered,Humber River,34091.0378417969,1738.26949555322
4618,Engineered,Humber River,152059.885742188,5951.31055668186
4621,Engineered,Humber River,4735259.36669922,96108.2302009756
4622,Engineered,Humber River,676741.352294922,29828.5448811131
4623,Engineered,Humber River,13508.6108398438,758.500264671236
4626,Engineered,Humber River,7779909.30419922,215565.393505169
4630,Estimated,Humber River,31991.8571777344,3199.91864432415
4631,Estimated,Humber River,271310.604736328,13431.6840356539
4632,Estimated,Humber River,123385.142333984,5020.34369647935
4633,Engineered,Humber River,550.873779296875,118.923642245425
4634,Engineered,Humber River,4246.82080078125,576.621655619236
4635,Engineered,Humber River,290603.384277344,5737.15961939284
4636,Engineered,Humber River,223080.759033203,11525.3106201219
4638,Engineered,Humber River,25922.5993652344,1647.0211688363
4640,Engineered,Humber River,202262.8203125,4574.54083295278
4641,Estimated,Humber River,19851.9985351562,2356
4642,Estimated,Humber River,1653.68139648438,318.198366793897
4643,Engineered,Humber River,93553.2121582031,2674.17236336531
4644,Estimated,Humber River,54639.9995117188,2476
4645,Engineered,Humber River,630.8857421875,109.369130521462
4646,Estimated,Humber River,160792.001464844,9864
4647,Engineered,Humber River,31702.505859375,1493.30187052622
4648,Engineered,Humber River,111439.421386719,2709.37249234501
