OBJECTID,FloodPlainSource,Watershed,Shape__Area,Shape__Length
5112,Engineered,Don River,8725.11889648438,501.137590117254
5113,Engineered,Don River,17374.7568359375,880.417437726199
5114,Engineered,Don River,167178.189697266,4568.75818630832
5115,Engineered,Don River,53786.0966796875,2165.53112558232
5116,Engineered,Don River,10002.3698730469,440.548323591422
5117,Engineered,Don River,119781.573730469,3341.87455789505
5118,Engineered,Don River,7885.86645507812,505.649444662196
5119,Engineered,Don River,209106.424804688,6031.7785590606
5120,Engineered,Don River,6027.58471679688,693.394249494845
5121,Engineered,Don River,1359,431.026743792699
5122,Engineered,Don River,19733.3232421875,553.829759738058
5123,Engineered,Don River,10278.4753417969,1307.37039735058
5124,Engineered,Don River,1804.15942382812,375.317316553105
5125,Engineered,Don River,29918.1115722656,1732.06741207596
5126,Engineered,Don River,1190.89770507812,287.64826188364
5127,Engineered,Don River,7550.55249023438,471.304854662359
5128,Engineered,Don River,327281.763427734,12137.6234885033
5129,Engineered,Don River,9196.48852539062,896.141586707402
5130,Engineered,Don River,864.59130859375,142.880268230518
5132,Engineered,Don River,187295.660400391,5125.76520446251
5133,Engineered,Don River,55493.8461914062,1389.77706625293
5134,Engineered,Don River,411981.368652344,18978.5692320447
5135,Engineered,Don River,1144480.21728516,42142.3193392569
5136,Engineered,Don River,259519.094238281,6133.6418158583
5137,Engineered,Don River,733565.096923828,17159.0647700567
5138,Engineered,Don River,14341.6723632812,927.34193369431
5139,Engineered,Don River,4547.267578125,275.634984300277
5140,Engineered,Don River,4483.20190429688,372.865386105828
5141,Engineered,Don River,23691.904296875,2253.84404353018
5142,Engineered,Don River,13602.6865234375,1522.30846180953
5143,Engineered,Don River,142535.504150391,7743.47782257323
5144,Engineered,Don River,32536.6491699219,1343.52448356951
5145,Engineered,Don River,101261.959228516,5611.60431193831
5146,Engineered,Don River,26099.4719238281,2641.37114057027
5147,Engineered,Don River,26729.4111328125,1278.35992801393
5148,Engineered,Don River,10728.8879394531,1393.5373711567
5149,Engineered,Don River,9771.12280273438,1059.2486436249
5150,Engineered,Don River,55645.990234375,3705.8440168392
5151,Engineered,Don River,198154.456787109,9262.41330565878
5152,Engineered,Don River,10357.7407226562,1623.40475448048
5153,Engineered,Don River,98211.427734375,2978.85066801976
5154,Engineered,Don River,67613.4196777344,3185.3175815599
5155,Engineered,Don River,43546.2153320312,3119.532301547
5156,Engineered,Don River,13015.6110839844,1414.13839142899
5157,Engineered,Don River,42200.3701171875,1957.07749509478
5158,Engineered,Don River,69872.2073293328,3888.30371217208
5159,Engineered,Don River,13685.8405761719,1161.02314769702
5160,Engineered,Don River,21501.7009277344,1377.42980742067
5161,Engineered,Don River,9093.88012695312,1016.91311079073
5162,Engineered,Don River,2096.59375,236.312036075154
5163,Engineered,Don River,46307.8388671875,1841.87635384491
5164,Engineered,Don River,199.35546875,68.5558242323307
5166,Engineered,Don River,4852.0849609375,426.328511204872
5167,Engineered,Don River,12845.8818359375,879.238199363354
5168,Engineered,Don River,2064.34619140625,223.886068824955
5169,Engineered,Don River,21848.8176269531,1014.36903258187
5170,Engineered,Don River,179856.473876953,7783.21561932478
5171,Engineered,Don River,25417.8806152344,2280.44705170168
5172,Engineered,Don River,18015.2561035156,897.053107646745
5173,Engineered,Don River,402617.953125,20182.5789842763
5174,Engineered,Don River,49496.9094238281,2779.78355857719
5175,Engineered,Don River,1068769.62915039,33884.4976562064
5176,Engineered,Don River,31514.1469726562,1856.24387797194
5177,Engineered,Don River,34516.7463378906,2391.00814910835
5178,Engineered,Don River,9747.8544921875,605.793599607262
5179,Engineered,Don River,51880.7705078125,3714.64894654866
5180,Engineered,Don River,23842.0971679688,1795.78701634736
5181,Engineered,Don River,151418.670410156,4208.910778198
5182,Engineered,Don River,13415.173828125,547.958341327148
5183,Engineered,Don River,44435.048828125,2636.89944213341
5184,Engineered,Don River,6187.4482421875,418.059773056101
5185,Engineered,Don River,124588.875,3834.70903823359
5186,Engineered,Don River,490527.155517578,12058.9107645491
5188,Engineered,Don River,31897.0791015625,3048.48281019021
5189,Engineered,Don River,12707.888671875,991.612351415153
5190,Engineered,Don River,3427.5458984375,317.641715511429
5192,Engineered,Don River,128943.880371094,5369.11631220812
5193,Engineered,Don River,19069.6140136719,671.790504714038
5194,Engineered,Don River,49617.6027832031,2115.16452392427
5195,Engineered,Don River,113566.594726562,5107.36945737716
5196,Engineered,Don River,3506.61450195312,340.616220549014
5197,Engineered,Don River,1646.54125976562,181.908900277947
5200,Engineered,Duffins Creek,3184253.16113281,30317.4532156942
5201,Engineered,Duffins Creek,1461882.55053711,15098.479073987
5203,Estimated,Duffins Creek,29752.2841796875,3432.77015341315
5204,Engineered,Duffins Creek,147619.316650391,6702.82315130039
5205,Engineered,Duffins Creek,1606.30151367188,149.484339304649
5206,Engineered,Duffins Creek,82807.1047363281,6008.98502651749
5208,Engineered,Duffins Creek,41507.666015625,1790.43630847669
5209,Engineered,Duffins Creek,98671.6418457031,5185.99736663601
5210,Engineered,Duffins Creek,118521.724121094,3337.85296695999
5211,Engineered,Duffins Creek,72481.4362792969,3626.33255181129
5212,Engineered,Duffins Creek,42975.2316894531,1729.31600470956
5213,Engineered,Duffins Creek,23878.5373535156,1590.56497346919
5214,Engineered,Duffins Creek,54186.7624511719,4242.94632260635
5215,Engineered,Duffins Creek,1780.17138671875,277.616209127876
5216,Engineered,Duffins Creek,93728.345703125,5840.47318816123
5217,Engineered,Duffins Creek,50862.0122070312,3580.76667193825
5218,Engineered,Duffins Creek,9595.39721679688,601.465412229346
5219,Engineered,Duffins Creek,95434.2602539062,3818.85849232658
5220,Engineered,Duffins Creek,258000.489501953,9227.0368449461
5221,Engineered,Duffins Creek,138744.325927734,5262.91129896875
5222,Engineered,Duffins Creek,203892.83984375,11652.0771356927
5223,Engineered,Duffins Creek,27764.7770996094,2421.82129392682
5224,Engineered,Duffins Creek,1176.97705078125,129.958838992601
5225,Engineered,Duffins Creek,91295.6804199219,4440.53804059233
5226,Engineered,Duffins Creek,927526.156738281,24425.0567352802
5227,Engineered,Duffins Creek,287143.585693359,14132.6107137486
5228,Engineered,Duffins Creek,15723.2529296875,1396.48755326282
5229,Engineered,Duffins Creek,2968.94165039062,234.667195683733
5230,Engineered,Duffins Creek,1122536.07836914,29768.8753072371
5231,Engineered,Duffins Creek,520907.856201172,18384.2001603279
5232,Engineered,Duffins Creek,191182.267333984,11065.0349045712
5234,Engineered,Duffins Creek,119771.781982422,6522.9113275213
5235,Engineered,Duffins Creek,94359.3605957031,2781.34223108143
5236,Engineered,Duffins Creek,14543.3522949219,763.966268716621
5237,Engineered,Duffins Creek,806052.169189453,20212.6967948546
5238,Engineered,Duffins Creek,54015.4067382812,1871.87227910263
5239,Engineered,Duffins Creek,17621.365234375,852.082113124719
5240,Engineered,Duffins Creek,68801.3830566406,2858.16928660795
5241,Engineered,Duffins Creek,26276.7434082031,1446.51675818322
5242,Engineered,Duffins Creek,2545.78173828125,248.318324591467
5243,Engineered,Duffins Creek,138977.327880859,4040.14161621833
5244,Engineered,Duffins Creek,281763.380371094,6882.95657345282
5245,Engineered,Duffins Creek,31.768310546875,24.9722757665673
5246,Engineered,Duffins Creek,1172738.58398438,40762.7536687894
5247,Engineered,Duffins Creek,24340.6611328125,1060.1911154933
5248,Engineered,Duffins Creek,114642.988037109,3525.97089213963
5249,Engineered,Duffins Creek,3649.58081054688,547.204666306294
5250,Engineered,Duffins Creek,938808.08984375,38244.0250518176
5251,Engineered,Duffins Creek,188964.409667969,7225.65864110102
5252,Engineered,Duffins Creek,1545.50512695312,304.459199288107
5253,Engineered,Duffins Creek,13810.5788574219,854.451359909219
5254,Engineered,Duffins Creek,182029.177734375,9637.50595712308
5255,Engineered,Duffins Creek,20294.8725585938,870.75739069172
5256,Engineered,Duffins Creek,368484.836181641,12227.4868038923
5257,Engineered,Duffins Creek,23030.1303710938,1093.84393054159
5258,Engineered,Duffins Creek,58008.7651367188,4160.19920880718
5259,Engineered,Duffins Creek,3332.65063476562,522.772995700609
5260,Engineered,Duffins Creek,9422.49267578125,1335.10988634752
5261,Engineered,Duffins Creek,41325.1911621094,2591.77937176479
5262,Engineered,Duffins Creek,105609.534667969,3558.27310383997
5263,Engineered,Duffins Creek,108767.182373047,6570.5652946845
5264,Engineered,Duffins Creek,6058.02221679688,597.672352630939
5265,Engineered,Duffins Creek,88213.8967285156,5323.72285593682
5266,Engineered,Duffins Creek,26191.7905273438,2509.76315007349
5267,Engineered,Duffins Creek,143482.912597656,7891.63794046589
5268,Engineered,Duffins Creek,156203.720214844,6059.33179205084
5269,Engineered,Duffins Creek,1154.37719726562,145.681040801841
5270,Engineered,Duffins Creek,43085.2358398438,3683.94799057713
5271,Engineered,Duffins Creek,44310.9416503906,2987.99416788973
5272,Engineered,Duffins Creek,8653.712890625,964.495311939691
5273,Engineered,Duffins Creek,29201.5236816406,3759.41818948169
5274,Engineered,Duffins Creek,31860.2587890625,2762.08199988758
5275,Engineered,Duffins Creek,17885.3735351562,1995.02053452608
5276,Engineered,Duffins Creek,14194.2626953125,1335.4621423163
5277,Engineered,Duffins Creek,1013926.59057617,40510.550300269
5278,Engineered,Duffins Creek,2338.46044921875,246.599939377563
5279,Engineered,Duffins Creek,40076.1081542969,2749.81798217113
5280,Engineered,Duffins Creek,639236.816650391,22537.5039860904
5281,Engineered,Duffins Creek,117872.217285156,3224.93743121852
5282,Engineered,Duffins Creek,115875.528076172,6399.50716470348
5283,Engineered,Duffins Creek,20.806640625,23.9160612572006
5284,Engineered,Duffins Creek,918.9423828125,157.767421624796
5285,Engineered,Duffins Creek,234.6220703125,133.032746206709
5286,Engineered,Duffins Creek,236.1025390625,128.78075549018
5287,Engineered,Duffins Creek,9188.06591796875,544.838818830567
5288,Engineered,Duffins Creek,14062.1672363281,2182.22180002676
5289,Engineered,Duffins Creek,5895.04370117188,878.635232845777
5290,Engineered,Duffins Creek,2922.97216796875,446.082141757857
5291,Engineered,Duffins Creek,339.36767578125,123.865553415436
5292,Engineered,Duffins Creek,15980.3518066406,1472.3349302684
5293,Engineered,Duffins Creek,0.00146484375,0.349569476076784
5294,Engineered,Duffins Creek,0.02197265625,0.967990871538386
5295,Engineered,Duffins Creek,11175.95703125,1458.26426400783
5297,Engineered,Duffins Creek,556.884521484375,173.46307341924
5298,Engineered,Duffins Creek,20022.37109375,1120.12387093266
5299,Engineered,Duffins Creek,544305.485839844,10260.9182093881
5300,Engineered,Duffins Creek,51546.1962890625,954.205316886896
5301,Engineered,Duffins Creek,366.903564453125,77.9969574239183
5302,Engineered,Duffins Creek,73.305908203125,35.0409134658576
5303,Engineered,Duffins Creek,1370.48657226562,206.635715244924
5304,Engineered,Duffins Creek,396.531494140625,78.635072407604
5305,Engineered,Duffins Creek,656.537109375,100.013301561625
5306,Engineered,Duffins Creek,1082354.38623047,33142.2825403581
5307,Engineered,Duffins Creek,151174.021728516,4135.73920523661
5308,Engineered,Duffins Creek,201712.360107422,4003.92887914974
5309,Engineered,Duffins Creek,58146.3815917969,3388.86499659606
5310,Engineered,Duffins Creek,6260.48413085938,1549.86571856434
5311,Engineered,Duffins Creek,17.6865234375,17.8447171734333
5312,Engineered,Duffins Creek,38.10498046875,28.7900984028572
5313,Engineered,Duffins Creek,209.99072265625,75.082137990767
5314,Engineered,Duffins Creek,2991.8212890625,232.405547063155
5315,Engineered,Duffins Creek,15890.3327636719,1365.03900231278
5316,Engineered,Don River,577741.518265724,10359.2991394072
5317,Engineered,Don River,117703.708740234,8370.95876449441
5319,Engineered,Don River,399122.425048828,5922.62516685997
5320,Engineered,Don River,74179.2194824219,1387.66703370398
5321,Engineered,Don River,47054.5368652344,1010.69660662771
5323,Engineered,Don River,38261.046875,2091.5713497953
5324,Engineered,Don River,466311.381591797,5207.46603700144
5327,Estimated,Humber River,34888.7587890625,2474.68716746793
5328,Engineered,Humber River,38966.8610839844,1648.2604193946
5329,Engineered,Don River,1199.46313476562,134.439006639709
5330,Engineered,Humber River,339424.668457031,10149.7316311881
5331,Engineered,Humber River,71162.7312011719,4379.5901381414
5332,Engineered,Humber River,257056.332275391,6870.17802813451
5333,Engineered,Humber River,73874.3364257812,2296.08408848145
5335,Engineered,Duffins Creek,7897.3994127512,950.650622920485
5336,Engineered,Humber River,46674.4311523438,2492.53371542795
5337,Engineered,Humber River,165891.827880859,8925.15044263561
5338,Engineered,Petticoat Creek,84498.5283203125,2460.29885979747
5339,Engineered,Petticoat Creek,219668.401611328,4352.43962722321
5341,Engineered,Duffins Creek,31905.9326171875,1231.81630256774
5342,Engineered,Rouge River,43328.6943359375,1080.03696748614
5343,Engineered,Rouge River,4158.43115234375,659.356298210632
5344,Engineered,Duffins Creek,16481.0456542969,1743.68039210155
5347,Engineered,Petticoat Creek,3917217.43711281,142907.161828632
5348,Engineered,Petticoat Creek,11842.3635253906,798.624105233618
5349,Engineered,Petticoat Creek,1659.39038085938,236.164819905235
5350,Engineered,Petticoat Creek,82654.0915527344,3751.64416474533
5351,Engineered,Petticoat Creek,65230.7766113281,2857.02322460818
5352,Engineered,Petticoat Creek,89743.3916015625,3053.2289992711
5353,Engineered,Petticoat Creek,148683.260009766,7374.39031191138
5365,Engineered,Rouge River,32808.685546875,1232.67491449163
5366,Engineered,Rouge River,350411.999023438,12919.4670161108
5367,Engineered,Etobicoke Creek,1411.46069335938,141.140022849779
5369,Engineered,Etobicoke Creek,11798.3208007812,873.81811219471
5370,Engineered,Etobicoke Creek,352.773193359375,128.675818239738
5371,Engineered,Etobicoke Creek,53898.0874023438,3800.77850764761
5372,Engineered,Etobicoke Creek,7308.32495117188,559.109244330828
5373,Engineered,Etobicoke Creek,143408.844482422,4521.41793549964
5374,Engineered,Etobicoke Creek,50798.7385253906,1453.8268203776
5375,Engineered,Etobicoke Creek,55632.373046875,2918.92962165462
5377,Engineered,Etobicoke Creek,42693.548828125,2259.18620913482
5378,Engineered,Etobicoke Creek,2813.00561523438,566.981143699151
5379,Engineered,Etobicoke Creek,2811772.35375977,103228.331579397
5380,Engineered,Etobicoke Creek,409.115478515625,137.202653716468
5381,Engineered,Etobicoke Creek,37.72021484375,23.9604102673498
5382,Engineered,Etobicoke Creek,8279.52490234375,898.410692704724
5383,Engineered,Etobicoke Creek,499150.252685547,22143.6284541525
5384,Engineered,Etobicoke Creek,514184.524169922,8655.69555651491
5385,Engineered,Etobicoke Creek,106043.788818359,4427.49159887771
5386,Engineered,Etobicoke Creek,212.934814453125,58.5434740942623
5387,Engineered,Etobicoke Creek,409.115478515625,137.202653716468
5388,Engineered,Etobicoke Creek,37.72021484375,23.9604102673498
5389,Engineered,Etobicoke Creek,2957203.43383789,107990.037033915
5390,Engineered,Etobicoke Creek,683.7958984375,110.294516444741
5391,Engineered,Etobicoke Creek,12623.7680664062,490.281880186089
5393,Engineered,Etobicoke Creek,51827.9301757812,902.406302169719
5394,Engineered,Etobicoke Creek,59116.4399414062,2428.32691121741
5398,Engineered,Mimico Creek,11912.93359375,961.376822748509
5399,Engineered,Mimico Creek,7307.99536132812,578.440543601285
5400,Engineered,Mimico Creek,15940.2585449219,1142.43927337886
5401,Engineered,Mimico Creek,1008.79443359375,430.872464773261
5402,Engineered,Mimico Creek,105938.720458984,4417.27790216542
5403,Engineered,Mimico Creek,31624.3598632812,2146.00642306139
5404,Engineered,Mimico Creek,3409.27001953125,276.962289009889
5405,Engineered,Humber River,13807.9743652344,863.338812597505
5406,Engineered,Humber River,74827.1274414062,8622.48108796835
5407,Engineered,Humber River,68504.0817871094,4268.71670053123
5408,Engineered,Humber River,386929.252197266,15535.4231604923
5410,Engineered,Humber River,38197.3881835938,3202.11626450112
5411,Engineered,Humber River,4972.70727539062,303.42327870259
5412,Engineered,Humber River,203.373046875,134.45996730817
5413,Engineered,Humber River,6761.46557617188,523.772539947719
5414,Engineered,Humber River,98599.2177734375,2880.22889794232
5415,Engineered,Humber River,140360.552246094,8786.52899432038
5417,Engineered,Humber River,40486.3210449219,2827.85017007266
5418,Engineered,Humber River,29266.6481933594,1333.85732094799
5420,Engineered,Humber River,6510.26171875,485.868329061571
5421,Engineered,Humber River,148864.503662109,10375.0091715322
5422,Engineered,Humber River,101145.938964844,4860.35499179461
5426,Engineered,Humber River,2566.18896484375,198.840370214183
5428,Engineered,Humber River,1525393.18383789,43149.7226732869
5429,Engineered,Humber River,493224.972167969,23335.5675817635
5430,Engineered,Humber River,16269.1232910156,633.354241576595
5431,Engineered,Humber River,20622.0515136719,1310.67494064361
5432,Engineered,Humber River,112551.592529297,6318.08320949481
5433,Engineered,Humber River,578327.429443359,14201.9172582387
5434,Engineered,Humber River,42860.3513183594,1402.32952239224
5435,Engineered,Humber River,484258.767822266,17723.8843264126
5436,Engineered,Humber River,12863.5974121094,1046.19149942618
5437,Engineered,Humber River,1761262.16088867,72007.5366440182
5438,Engineered,Humber River,2804.0615234375,346.357222581093
5439,Engineered,Humber River,47560.61328125,1927.74761046278
5440,Engineered,Humber River,1864.662109375,291.215896412991
5441,Engineered,Humber River,632.4072265625,118.796044907604
5442,Engineered,Humber River,2255.43139648438,392.030866526463
5443,Engineered,Humber River,7902.79418945312,1540.75159628102
5444,Engineered,Humber River,596.207275390625,89.6038800613898
5445,Engineered,Humber River,487.019775390625,82.7796232139796
5446,Engineered,Humber River,594.9931640625,96.8071964379912
5447,Engineered,Humber River,4134.47973632812,286.312132717919
5448,Engineered,Humber River,11701.2048339844,2313.16624617784
5449,Engineered,Humber River,68542.6667480469,5752.02300959287
5452,Engineered,Humber River,57852.8784179688,6320.65104616638
5453,Engineered,Humber River,116400.089599609,7498.19133923281
5454,Engineered,Humber River,171854.109863281,17931.2312668143
5455,Engineered,Humber River,111770.855224609,7418.45905170286
5458,Engineered,Humber River,9890.22900390625,1908.91722912102
5461,Engineered,Humber River,71939.5405273438,2499.76783889483
5466,Engineered,Humber River,17622.0988769531,845.931113265319
5467,Engineered,Humber River,23207.0927734375,1266.06515312988
5468,Engineered,Humber River,9444.8720703125,1698.55221535501
5469,Engineered,Humber River,21725.1945800781,920.063319063317
5472,Engineered,Humber River,19660.3815917969,2304.80488435068
5473,Engineered,Humber River,213.216796875,112.531541596742
5474,Engineered,Humber River,30511.4060058594,1607.90913209988
5475,Engineered,Humber River,52.882080078125,28.32863991294
5476,Engineered,Humber River,13939.0388183594,989.968502024797
5478,Engineered,Humber River,56433.9274902344,2652.79028676229
5479,Engineered,Humber River,7205.79272460938,1020.85711366995
5480,Engineered,Humber River,14229.9921875,1427.48481287059
5481,Engineered,Humber River,11729.4443359375,887.126879108065
5483,Engineered,Humber River,90347.7375488281,3843.02977458555
5484,Engineered,Humber River,84076.1645507812,4418.62021303288
5485,Engineered,Humber River,66859.7629394531,3027.15602893868
5487,Engineered,Humber River,98335.0385742188,4006.34036909105
5488,Engineered,Humber River,755577.022460938,18478.8336988443
5490,Engineered,Humber River,29033.2653808594,789.697374364177
5491,Engineered,Humber River,238.516357421875,76.5925883166221
5492,Engineered,Humber River,12504.3540039062,1184.01767031151
5493,Engineered,Humber River,1198.1259765625,238.923266832966
5494,Engineered,Humber River,103169.951416016,5657.13591065447
5495,Engineered,Humber River,10.564208984375,12.4315356549023
5496,Engineered,Humber River,1099.83740234375,127.711254345292
5497,Engineered,Humber River,163.19775390625,71.7693428891068
5500,Engineered,Humber River,7411.88208007812,1032.81265998741
5502,Engineered,Humber River,3325.70092773438,314.030641310015
5512,Engineered,Humber River,1273.42919921875,173.271428898076
5514,Engineered,Humber River,5164.1923828125,972.376340471152
5515,Engineered,Humber River,84.5166015625,48.253171306258
5516,Engineered,Humber River,136365.218017578,9473.12510505517
5522,Engineered,Humber River,166507.396972656,4911.55495411016
5524,Engineered,Humber River,33684.0014648438,2554.10468854832
5525,Engineered,Humber River,3919.568359375,292.343068857677
5526,Engineered,Humber River,176.371826171875,78.7939155456383
5527,Engineered,Humber River,4021.7021484375,654.336481712043
5528,Engineered,Humber River,584024.83203125,17099.6581754179
5531,Engineered,Humber River,48392.5849609375,3348.6106645581
5532,Engineered,Humber River,16068.919921875,1360.14428672877
5534,Engineered,Humber River,23884.3581542969,1712.76557658973
5536,Engineered,Humber River,135651.715576172,6398.94608399158
5540,Engineered,Humber River,162563.151367188,12225.8333899806
5542,Engineered,Humber River,61337.0793457031,3260.73287296427
5543,Engineered,Humber River,4576.3173828125,330.125314360002
5546,Engineered,Humber River,4395.92602539062,320.221616808192
5548,Engineered,Humber River,43802.7202148438,2490.90084327895
5549,Engineered,Humber River,94148.4252929688,4331.21534500675
5550,Engineered,Humber River,20884.09765625,1916.18058234209
5551,Engineered,Humber River,20851.4829101562,2364.14848581867
5554,Engineered,Humber River,208.153076171875,83.1940635562869
5555,Engineered,Humber River,806.324951171875,141.92680156868
5556,Engineered,Humber River,13961.0903320312,1384.58044542857
5558,Engineered,Humber River,15588.8508300781,1046.77678245659
5559,Engineered,Humber River,212332.581054688,10351.3596814222
5560,Engineered,Humber River,4324.75146484375,352.096044122299
5561,Engineered,Humber River,143818.416259766,6321.62136194251
5563,Engineered,Humber River,76039.9006347656,5291.41475666211
5564,Engineered,Humber River,1768.33740234375,326.373360868401
5566,Engineered,Humber River,8415.20703125,553.43517751969
5571,Engineered,Frenchman's Bay,2521.30224609375,677.697268112572
5572,Engineered,Frenchman's Bay,331.09619140625,94.7134660175473
5573,Engineered,Frenchman's Bay,165.944091796875,102.55677147984
5574,Engineered,Frenchman's Bay,2630.76513671875,520.071988592873
5575,Engineered,Frenchman's Bay,1973.05810546875,365.367003235828
5576,Engineered,Frenchman's Bay,20300.9816894531,1405.6910066928
5577,Engineered,Frenchman's Bay,8243.12109375,663.916103813783
5578,Engineered,Frenchman's Bay,14006.4943847656,1303.36721904747
5579,Engineered,Frenchman's Bay,77.036865234375,46.0516765639882
5580,Engineered,Frenchman's Bay,115.210693359375,51.2235124983523
5581,Engineered,Frenchman's Bay,1521.65478515625,180.580727830325
5582,Engineered,Frenchman's Bay,7345.80590820312,1441.82495326388
5583,Engineered,Frenchman's Bay,6841.63940429688,866.084008296001
5584,Engineered,Frenchman's Bay,30340.1806640625,2665.12360968608
5585,Engineered,Frenchman's Bay,34260.4675292969,1907.73179928525
5586,Engineered,Frenchman's Bay,6497.91748046875,399.256845839249
5587,Engineered,Frenchman's Bay,2479.07446289062,550.651943051072
5588,Engineered,Frenchman's Bay,33.8232421875,25.7803124272918
5589,Engineered,Frenchman's Bay,18546.5834960938,903.881385917722
5590,Engineered,Frenchman's Bay,19997.8666992188,831.094868850646
5591,Engineered,Frenchman's Bay,23332.8071289062,1210.99401362446
5592,Engineered,Frenchman's Bay,16491.9177246094,2142.09494680749
5593,Engineered,Frenchman's Bay,17642.1376953125,1979.951866653
5594,Engineered,Frenchman's Bay,35238.6560058594,3138.91497092466
5595,Engineered,Frenchman's Bay,31824.8723144531,3390.76035293381
5596,Engineered,Frenchman's Bay,7562.474609375,891.702005023388
5597,Engineered,Frenchman's Bay,163443.756835938,5782.43308056444
5598,Engineered,Frenchman's Bay,1207.11010742188,457.585480202083
5599,Engineered,Frenchman's Bay,54276.7153320312,3010.76853425001
5600,Engineered,Frenchman's Bay,5094.93823242188,364.009864965922
5601,Engineered,Frenchman's Bay,17008.5231933594,1512.72562381644
5602,Engineered,Frenchman's Bay,299221.869140625,4954.29037453362
5603,Engineered,Frenchman's Bay,129886.404541016,9672.93641418667
5604,Engineered,Humber River,3178745.47827148,44086.8883421886
5605,Engineered,Humber River,117130.397216797,3091.59674952802
5606,Engineered,Humber River,2518.63696289062,295.39555339315
5607,Engineered,Humber River,63523.6499023438,1984.95519297685
5608,Estimated,Humber River,6262.46948242188,644.432111166334
5609,Estimated,Humber River,272556.574462891,4865.07569994495
5610,Estimated,Humber River,60628.0009765625,2216
5611,Estimated,Humber River,8369.4404296875,619.079933564931
5613,Engineered,Humber River,7798.60522460938,612.053194413011
5614,Engineered,Humber River,8825.44946289062,465.858434364808
5616,Engineered,Humber River,35984.4697265625,2570.61424750603
5617,Engineered,Humber River,13563.4201660156,1020.60213248737
5619,Engineered,Humber River,8949.35888671875,1060.42167864694
5621,Engineered,Humber River,11122.0886230469,1261.81373252707
5624,Engineered,Humber River,405799.694091797,22950.9085787434
5626,Engineered,Humber River,57852.9460449219,2237.29415713464
5629,Engineered,Humber River,38379.9743652344,3532.51047475577
5630,Engineered,Humber River,2444.58642578125,286.559356795333
5631,Engineered,Humber River,1905.4833984375,231.704321320814
5634,Engineered,Humber River,13294.8171386719,1277.65035929219
5635,Engineered,Humber River,371800.338623047,18562.5404688521
5638,Engineered,Humber River,81932.5124511719,6757.37361932853
5639,Engineered,Humber River,66151.4030761719,4972.49516487594
5640,Engineered,Humber River,49.512939453125,28.3910992033396
5647,Engineered,Humber River,77859.4621582031,3761.29167080747
5648,Engineered,Humber River,1551.908203125,184.434031207702
5649,Engineered,Humber River,10052.0771484375,792.334393925464
5651,Engineered,Humber River,386.15625,122.739554121652
5652,Engineered,Humber River,20.41064453125,25.3587158023073
5653,Engineered,Humber River,213390.779785156,13956.9644440286
5654,Engineered,Humber River,12310.2077636719,876.732766074985
5657,Engineered,Humber River,141593.706054688,9651.08584539368
5658,Engineered,Humber River,477557.208496094,27819.2346624829
5660,Engineered,Rouge River,889.29638671875,167.444851669045
